API14,Well Name,Well Number,County,DI Play,Production Type,Spud Date,Year,Operator Company Name,DI Lateral Length
30025422660000,SPEAK EASY FEDERAL UNIT,004H,LEA (NM),DELAWARE,OIL,12/26/2014,2014,OCCIDENTAL PETROLEUM,3937
30025422650000,SPEAK EASY FEDERAL UNIT,003H,LEA (NM),DELAWARE,OIL,12/29/2014,2014,OCCIDENTAL PETROLEUM,4296
30025422640000,CHINCOTEAGUE 32 STATE COM,005H,LEA (NM),DELAWARE,OIL,4/14/2017,2017,DEVON ENERGY,4483
30025422630000,CHINCOTEAGUE 32 STATE COM,002H,LEA (NM),DELAWARE,OIL,1/14/2016,2016,DEVON ENERGY,4265
30025422570000,RAGIN CAJUN 12 FEDERAL,003H,LEA (NM),DELAWARE,OIL,4/29/2015,2015,DEVON ENERGY,4473
30025422560000,RAGIN CAJUN 12 FEDERAL,002H,LEA (NM),DELAWARE,OIL,4/1/2015,2015,DEVON ENERGY,4382
30025422190000,CHINCOTEAGUE 32 STATE COM,006H,LEA (NM),DELAWARE,OIL,5/8/2017,2017,DEVON ENERGY,4559
30025422160000,CHINCOTEAGUE 32 STATE COM,003H,LEA (NM),DELAWARE,OIL,2/3/2016,2016,DEVON ENERGY,4449
30025422140000,RESOLUTE BTO FEDERAL,001H,LEA (NM),DELAWARE,OIL,3/23/2015,2015,EOG RESOURCES,4358
30025422110000,LUSK DEEP UNIT A,035H,LEA (NM),DELAWARE,OIL,11/22/2014,2014,CONOCOPHILLIPS,2968
30025422100000,LUSK DEEP UNIT A,032H,LEA (NM),DELAWARE,OIL,12/17/2014,2014,CONOCOPHILLIPS,4007
30025422090000,LUSK DEEP UNIT A,027H,LEA (NM),DELAWARE,OIL,10/30/2014,2014,CONOCOPHILLIPS,4055
30025422000000,KING AIR 8 FEDERAL COM,004H,LEA (NM),DELAWARE,OIL,1/16/2015,2015,CONOCOPHILLIPS,4270
30025421930000,MONK 21 STATE,004H,LEA (NM),DELAWARE,OIL,5/31/2015,2015,DEVON ENERGY,4544
30025421700000,RESOLVER FEDERAL COM,002H,LEA (NM),DELAWARE,OIL,10/26/2015,2015,CONOCOPHILLIPS,4060
30025421680100,SALADO DRAW 29 26 33 FEDERAL COM,033H,LEA (NM),DELAWARE,OIL,11/14/2014,2014,CHEVRON,5687
30025421600000,JOLLY ROGER 16 STATE,504H,LEA (NM),DELAWARE,OIL,11/28/2014,2014,EOG RESOURCES,4561
30025421590000,JOLLY ROGER 16 STATE,503H,LEA (NM),DELAWARE,OIL,11/30/2014,2014,EOG RESOURCES,4581
30025421580000,JOLLY ROGER 16 STATE,502H,LEA (NM),DELAWARE,OIL,12/1/2014,2014,EOG RESOURCES,4591
30025421570000,LOMAS ROJAS 26 STATE COM,502H,LEA (NM),DELAWARE,OIL,2/9/2015,2015,EOG RESOURCES,4461
30025421560000,LOMAS ROJAS 26 STATE COM,501H,LEA (NM),DELAWARE,OIL,3/1/2015,2015,EOG RESOURCES,4461
30025421540000,BROWN BEAR 36 STATE,502H,LEA (NM),DELAWARE,OIL,2/8/2015,2015,EOG RESOURCES,4573
30025421530000,BROWN BEAR 36 STATE,701H,LEA (NM),DELAWARE,OIL,1/11/2015,2015,EOG RESOURCES,4540
30025421460000,WEST PEARL 36 STATE COM,004H,LEA (NM),DELAWARE,OIL,9/17/2015,2015,CONOCOPHILLIPS,4127
30025421410000,WEST PEARL 36 STATE COM,006H,LEA (NM),DELAWARE,OIL,6/21/2015,2015,CONOCOPHILLIPS,4059
30025421370000,GAUCHO 21 FEDERAL,004H,LEA (NM),DELAWARE,OIL,7/31/2015,2015,DEVON ENERGY,4074
30025421360000,GAUCHO 21 FEDERAL,003H,LEA (NM),DELAWARE,OIL,7/7/2015,2015,DEVON ENERGY,4287
30025421290000,TRES PRIMOS 3 STATE,002H,LEA (NM),DELAWARE,OIL,10/9/2014,2014,CONOCOPHILLIPS,4322
30025421230000,ANDERSON 35,005H,LEA (NM),DELAWARE,OIL,12/4/2014,2014,OCCIDENTAL PETROLEUM,4510
30025421200000,HEARNS 27 STATE COM,703H,LEA (NM),DELAWARE,OIL,3/10/2015,2015,EOG RESOURCES,4495
30025421100000,FEARLESS BSF FEDERAL COM,002H,LEA (NM),DELAWARE,OIL,5/4/2015,2015,EOG RESOURCES,4344
30025421040000,VACUUM GLORIETA EAST UNIT,114H,LEA (NM),DELAWARE,OIL,9/13/2015,2015,CONOCOPHILLIPS,1572
30025421030000,VACUUM GLORIETA EAST UNIT,123H,LEA (NM),DELAWARE,OIL,10/12/2015,2015,CONOCOPHILLIPS,2295
30025420870000,HEARNS 27 STATE COM,401H,LEA (NM),DELAWARE,OIL,3/12/2015,2015,EOG RESOURCES,4545
30025420860000,HEARNS 27 STATE COM,301H,LEA (NM),DELAWARE,OIL,11/21/2014,2014,EOG RESOURCES,4553
30025420850000,HEARNS 27 STATE COM,501H,LEA (NM),DELAWARE,OIL,11/2/2014,2014,EOG RESOURCES,4571
30025420680000,PYGMY 27 STATE COM,003H,LEA (NM),DELAWARE,OIL,2/12/2015,2015,CONOCOPHILLIPS,4069
30025420640000,MASTIFF FEDERAL,003H,LEA (NM),DELAWARE,OIL,9/6/2015,2015,EOG RESOURCES,4103
30025420630000,PERLA VERDE 31 STATE,001H,LEA (NM),DELAWARE,OIL,11/25/2014,2014,EXXON MOBIL,4185
30025420620000,PYGMY 27 STATE COM,002H,LEA (NM),DELAWARE,OIL,2/12/2015,2015,CONOCOPHILLIPS,4253
30025420610000,GREY HAWK STATE,002H,LEA (NM),DELAWARE,OIL,2/4/2015,2015,CONOCOPHILLIPS,4170
30025420600000,GRAMMA RIDGE 14 24 34,008H,LEA (NM),DELAWARE,OIL,12/20/2014,2014,CHEVRON,4059
30025420590000,GRAMMA RIDGE 14 24 34,005H,LEA (NM),DELAWARE,OIL,6/26/2015,2015,CHEVRON,4110
30025420450000,OPHELIA 27,703H,LEA (NM),DELAWARE,OIL,10/4/2014,2014,EOG RESOURCES,4561
30025420440000,OPHELIA 27,501H,LEA (NM),DELAWARE,OIL,10/30/2014,2014,EOG RESOURCES,4571
30025420420000,NBR 7 STATE,004H,LEA (NM),DELAWARE,OIL,10/17/2014,2014,OCCIDENTAL PETROLEUM,4545
30025420390000,MARS 10 STATE,503H,LEA (NM),DELAWARE,OIL,11/10/2014,2014,EOG RESOURCES,4591
30025420380000,MARS 10 STATE,502H,LEA (NM),DELAWARE,OIL,12/2/2014,2014,EOG RESOURCES,4596
30025420370000,STRATOSPHERE 36 STATE COM,006H,LEA (NM),DELAWARE,OIL,5/2/2015,2015,CONOCOPHILLIPS,4249
30025420360000,STRATOSPHERE 36 STATE COM,005H,LEA (NM),DELAWARE,OIL,5/27/2015,2015,CONOCOPHILLIPS,4333
30025420350000,STRATOSPHERE 36 STATE COM,004H,LEA (NM),DELAWARE,OIL,5/27/2015,2015,CONOCOPHILLIPS,3774
30025420340000,STRATOSPHERE 36 STATE COM,003H,LEA (NM),DELAWARE,OIL,5/1/2015,2015,CONOCOPHILLIPS,4030
30025420300000,TAYLOR DRAW 7 FEDERAL COM,002H,LEA (NM),DELAWARE,OIL,7/3/2015,2015,DEVON ENERGY,4199.8
30025420290000,WAR HAMMER 25 FEDERAL COM W3,001H,LEA (NM),DELAWARE,OIL,3/11/2015,2015,CONOCOPHILLIPS,6636
30025420280000,WAR HAMMER 25 FEDERAL COM W2,002H,LEA (NM),DELAWARE,OIL,3/8/2015,2015,CONOCOPHILLIPS,6670
30025420270000,WAR HAMMER 25 FEDERAL COM W1,003H,LEA (NM),DELAWARE,OIL,3/8/2015,2015,CONOCOPHILLIPS,6467
30025420060000,QUESO STATE,003H,LEA (NM),DELAWARE,OIL,11/28/2014,2014,CONOCOPHILLIPS,4103
30025420000000,CABO BLANCO STATE,003H,LEA (NM),DELAWARE,OIL,10/11/2014,2014,CONOCOPHILLIPS,3938
30025419970000,EATA FAJITA STATE,005H,LEA (NM),DELAWARE,OIL,1/6/2015,2015,CONOCOPHILLIPS,4174
30025419960000,COTTON DRAW UNIT,237H,LEA (NM),DELAWARE,OIL,10/1/2014,2014,DEVON ENERGY,4106
30025419920000,DIAMOND 5 FEDERAL COM,008H,LEA (NM),DELAWARE,OIL,4/11/2015,2015,EOG RESOURCES,3842
30025419910000,DIAMOND 5 FEDERAL COM,007H,LEA (NM),DELAWARE,OIL,3/28/2015,2015,EOG RESOURCES,3842
30025419900000,DIAMOND 5 FEDERAL COM,006H,LEA (NM),DELAWARE,OIL,3/13/2015,2015,EOG RESOURCES,3200
30025419870000,SUPER COBRA STATE COM,001H,LEA (NM),DELAWARE,OIL,11/4/2014,2014,CONOCOPHILLIPS,4178
30025419770000,MAGNUM PRONTO STATE,006H,LEA (NM),DELAWARE,OIL,10/12/2014,2014,CONOCOPHILLIPS,4136
30025419760000,HOGNOSE VIPER 23 FEDERAL,002H,LEA (NM),DELAWARE,OIL,3/12/2015,2015,DEVON ENERGY,4580
30025419750000,HOGNOSE VIPER 23 FEDERAL,001H,LEA (NM),DELAWARE,OIL,2/16/2015,2015,DEVON ENERGY,4379
30025419720000,TRUCKER BRK STATE,002H,LEA (NM),DELAWARE,OIL,8/23/2014,2014,EOG RESOURCES,4279
30025419620000,COACHWHIP 26 FEDERAL,002H,LEA (NM),DELAWARE,OIL,12/23/2014,2014,DEVON ENERGY,4501
30025419610000,COACHWHIP 26 FEDERAL,001H,LEA (NM),DELAWARE,OIL,1/22/2015,2015,DEVON ENERGY,4458
30025419580000,MACHO NACHO STATE COM,005H,LEA (NM),DELAWARE,OIL,10/23/2014,2014,CONOCOPHILLIPS,4133
30025419570000,PRODIGAL SUN 17 24 34,001H,LEA (NM),DELAWARE,OIL,8/12/2014,2014,CHEVRON,3956
30025419380000,MERLIN STATE COM,002H,LEA (NM),DELAWARE,OIL,12/1/2014,2014,CONOCOPHILLIPS,3729
30025419350000,BRININSTOOL 24 23 33 USA,002H,LEA (NM),DELAWARE,OIL,10/11/2014,2014,CHEVRON,4090
30025419290000,GETTYSBURG STATE COM,004H,LEA (NM),DELAWARE,OIL,9/13/2014,2014,CONOCOPHILLIPS,6797
30025419280000,GETTYSBURG STATE COM,001H,LEA (NM),DELAWARE,OIL,7/27/2014,2014,CONOCOPHILLIPS,6480
30025419150000,BEN LILLY 2 STATE COM,005H,LEA (NM),DELAWARE,OIL,10/4/2014,2014,CONOCOPHILLIPS,6840
30025419140000,HORNED VIPER 20 FEDERAL,002H,LEA (NM),DELAWARE,OIL,1/4/2015,2015,DEVON ENERGY,4524
30025419130000,HORNED VIPER 20 FEDERAL COM,001H,LEA (NM),DELAWARE,OIL,2/1/2015,2015,DEVON ENERGY,4200
30025419120000,CORVO FEDERAL,004H,LEA (NM),DELAWARE,OIL,9/12/2014,2014,CONOCOPHILLIPS,4126
30025419110000,CORVO FEDERAL,003H,LEA (NM),DELAWARE,OIL,10/4/2014,2014,CONOCOPHILLIPS,2615
30025419100000,CORVO FEDERAL,002H,LEA (NM),DELAWARE,OIL,8/17/2014,2014,CONOCOPHILLIPS,4482
30025419070000,RED HILLS 2 25 33,003H,LEA (NM),DELAWARE,OIL,7/18/2014,2014,EOG RESOURCES,3946
30025419050000,PICASSO FEDERAL,002H,LEA (NM),DELAWARE,OIL,11/15/2014,2014,CONOCOPHILLIPS,989
30025418970000,THISTLE UNIT,052H,LEA (NM),DELAWARE,OIL,10/17/2014,2014,DEVON ENERGY,4369
30025418960000,THISTLE UNIT,051H,LEA (NM),DELAWARE,OIL,9/13/2014,2014,DEVON ENERGY,4270
30025418850000,RED TANK 31 STATE,005H,LEA (NM),DELAWARE,OIL,7/9/2014,2014,OCCIDENTAL PETROLEUM,4220
30025418840000,BOUNDARY RAIDER 6 FEDERAL,002H,LEA (NM),DELAWARE,OIL,8/24/2014,2014,DEVON ENERGY,4482
30025418640000,SWEETNESS 30 STATE FED COM,001H,LEA (NM),DELAWARE,OIL,6/21/2014,2014,DEVON ENERGY,8034
30025418630000,PERLA VERDE 31 STATE,004H,LEA (NM),DELAWARE,OIL,1/12/2015,2015,EXXON MOBIL,4304
30025418620000,PERLA VERDE 31 STATE,003H,LEA (NM),DELAWARE,OIL,6/30/2015,2015,EXXON MOBIL,4235
30025418610000,PERLA VERDE 31 STATE,002H,LEA (NM),DELAWARE,OIL,10/11/2014,2014,EXXON MOBIL,4279
30025418540000,GAUCHO UNIT,017H,LEA (NM),DELAWARE,OIL,7/31/2015,2015,DEVON ENERGY,4466
30025418530000,GAUCHO UNIT,016H,LEA (NM),DELAWARE,OIL,7/7/2015,2015,DEVON ENERGY,3910
30025418500000,FOXGLOVE 29 FEDERAL,006H,LEA (NM),DELAWARE,OIL,12/11/2014,2014,OCCIDENTAL PETROLEUM,4061
30025418480000,RED HILLS 11 25 33 FEDERAL COM,001H,LEA (NM),DELAWARE,OIL,5/18/2014,2014,EOG RESOURCES,3752
30025418360000,KINGFISHER STATE COM,002H,LEA (NM),DELAWARE,OIL,2/27/2015,2015,CONOCOPHILLIPS,3938
30025418350000,KINGFISHER STATE COM,001H,LEA (NM),DELAWARE,OIL,7/20/2014,2014,CONOCOPHILLIPS,4162
30025418330000,TIGER 11 FEDERAL,002H,LEA (NM),DELAWARE,OIL,8/24/2014,2014,CONOCOPHILLIPS,4419
30025418290000,LIPPIZZAN 4 FEDERAL,001H,LEA (NM),DELAWARE,OIL,5/31/2014,2014,DEVON ENERGY,4156
30025418280000,FOXGLOVE 29 FEDERAL,005H,LEA (NM),DELAWARE,OIL,9/14/2014,2014,OCCIDENTAL PETROLEUM,3665
30025418270000,FOXGLOVE 29 FEDERAL,004H,LEA (NM),DELAWARE,OIL,11/15/2014,2014,OCCIDENTAL PETROLEUM,3619
30025418250000,GEM 36 STATE COM,001H,LEA (NM),DELAWARE,OIL,10/29/2014,2014,EOG RESOURCES,4471
30025418210000,RUBY 2 STATE COM,701H,LEA (NM),DELAWARE,OIL,12/17/2014,2014,EOG RESOURCES,4494
30025418160000,OSPREY 10,601H,LEA (NM),DELAWARE,OIL,11/16/2014,2014,EOG RESOURCES,4420
30025418150000,OPHELIA 27,602H,LEA (NM),DELAWARE,OIL,5/6/2014,2014,EOG RESOURCES,4284
30025418130000,EIDER FEDERAL,002H,LEA (NM),DELAWARE,OIL,8/5/2015,2015,CONOCOPHILLIPS,9590
30025418110000,GRAMMA RIDGE 14 24 34,001H,LEA (NM),DELAWARE,OIL,9/8/2014,2014,CHEVRON,4002
30025418100000,OSPREY 20 STATE COM,002H,LEA (NM),DELAWARE,OIL,12/3/2014,2014,CONOCOPHILLIPS,9408
30025418070000,BILBREY 33 FEDERAL COM,004H,LEA (NM),DELAWARE,OIL,6/23/2014,2014,DEVON ENERGY,7116
30025418060000,BILBREY 33 FEDERAL COM,003H,LEA (NM),DELAWARE,OIL,7/26/2014,2014,DEVON ENERGY,7049
30025418030000,BRINNINSTOOL UNIT,004H,LEA (NM),DELAWARE,OIL,12/15/2014,2014,CONOCOPHILLIPS,4009
30025417970000,THISTLE UNIT,060H,LEA (NM),DELAWARE,OIL,8/24/2015,2015,DEVON ENERGY,4420
30025417960000,THISTLE UNIT,059H,LEA (NM),DELAWARE,OIL,8/13/2014,2014,DEVON ENERGY,4400
30025417950000,THISTLE UNIT,054H,LEA (NM),DELAWARE,OIL,7/31/2015,2015,DEVON ENERGY,4092
30025417940000,THISTLE UNIT,053H,LEA (NM),DELAWARE,OIL,9/10/2014,2014,DEVON ENERGY,4400
30025417800000,ANDERSON 35,003H,LEA (NM),DELAWARE,OIL,7/7/2014,2014,OCCIDENTAL PETROLEUM,3940
30025417770000,TREASURE ISLAND FEDERAL,002H,LEA (NM),DELAWARE,OIL,6/30/2014,2014,CONOCOPHILLIPS,4357
30025417760000,TREASURE ISLAND FEDERAL,001H,LEA (NM),DELAWARE,OIL,8/9/2014,2014,CONOCOPHILLIPS,4405
30025417740000,EATA FAJITA STATE COM,006H,LEA (NM),DELAWARE,OIL,1/13/2015,2015,CONOCOPHILLIPS,9480
30025417520000,CUATRO HIJOS FEE,004H,LEA (NM),DELAWARE,OIL,6/21/2014,2014,CONOCOPHILLIPS,3943
30025417470000,TELECASTER 30 FEDERAL,002H,LEA (NM),DELAWARE,OIL,3/31/2014,2014,CONOCOPHILLIPS,4002
30025417440000,CARAVAN BVX STATE,010H,LEA (NM),DELAWARE,OIL,7/2/2014,2014,EOG RESOURCES,4487
30025417370000,SCOOTER FEDERAL COM,001H,LEA (NM),DELAWARE,OIL,11/9/2014,2014,CONOCOPHILLIPS,4219
30025417310000,GRAMMA RIDGE 14 24 34,002H,LEA (NM),DELAWARE,OIL,6/13/2014,2014,CHEVRON,3281
30025417140000,TOMCAT FEE,001H,LEA (NM),DELAWARE,OIL,7/30/2014,2014,CONOCOPHILLIPS,4152
30025417090000,RED HILLS WEST 16 STATE W3,009H,LEA (NM),DELAWARE,OIL,7/24/2015,2015,CONOCOPHILLIPS,2936
30025417080000,RED HILLS WEST 16 STATE W2,010H,LEA (NM),DELAWARE,OIL,7/21/2014,2014,CONOCOPHILLIPS,4242
30025417070000,RED HILLS WEST 16 STATE W1,011H,LEA (NM),DELAWARE,OIL,7/18/2014,2014,CONOCOPHILLIPS,3901
30025417060000,RED HILLS WEST 16 STATE TC,012H,LEA (NM),DELAWARE,OIL,7/14/2014,2014,CONOCOPHILLIPS,4245
30025416920000,WILDER 28 AC FEDERAL COM,008H,LEA (NM),DELAWARE,OIL,7/11/2014,2014,CONOCOPHILLIPS,6106
30025416890000,SEBASTIAN FEDERAL COM,004H,LEA (NM),DELAWARE,OIL,7/2/2014,2014,CONOCOPHILLIPS,4291
30025416880000,SEBASTIAN FEDERAL COM,003H,LEA (NM),DELAWARE,OIL,8/3/2014,2014,CONOCOPHILLIPS,4211
30025416870000,SEBASTIAN FEDERAL COM,001H,LEA (NM),DELAWARE,OIL,2/1/2015,2015,CONOCOPHILLIPS,4296
30025416740000,OSPREY 20 STATE COM,004H,LEA (NM),DELAWARE,OIL,10/23/2014,2014,CONOCOPHILLIPS,6675
30025416720000,BERRY APN STATE,005H,LEA (NM),DELAWARE,OIL,12/16/2014,2014,EOG RESOURCES,4476
30025416710000,DATE BTB STATE COM,008H,LEA (NM),DELAWARE,OIL,7/20/2014,2014,EOG RESOURCES,4525
30025416670100,THOR 21,701H,LEA (NM),DELAWARE,OIL,3/31/2015,2015,EOG RESOURCES,4145
30025416660000,SEBASTIAN FEDERAL COM,002H,LEA (NM),DELAWARE,OIL,2/24/2015,2015,CONOCOPHILLIPS,4280
30025416650000,JOLLY ROGER 16 STATE,001H,LEA (NM),DELAWARE,OIL,5/31/2014,2014,EOG RESOURCES,4515
30025416550000,CARAVAN BVV STATE,007H,LEA (NM),DELAWARE,OIL,5/13/2014,2014,EOG RESOURCES,4510
30025416480000,MAMBA BQN STATE COM,002H,LEA (NM),DELAWARE,OIL,2/8/2014,2014,EOG RESOURCES,4366
30025416470000,CONVOY BUC STATE,001H,LEA (NM),DELAWARE,OIL,11/14/2014,2014,EOG RESOURCES,4555
30025416460000,RIDGE RUNNER 7 STATE,001H,LEA (NM),DELAWARE,OIL,8/7/2014,2014,OCCIDENTAL PETROLEUM,4597
30025416420000,CONVOY BUC STATE,002H,LEA (NM),DELAWARE,OIL,7/2/2014,2014,EOG RESOURCES,4454
30025416410000,CARAVAN BVW STATE,009H,LEA (NM),DELAWARE,OIL,10/18/2014,2014,EOG RESOURCES,3771
30025416380000,CARAVAN BVX STATE,011H,LEA (NM),DELAWARE,OIL,11/14/2014,2014,EOG RESOURCES,4439
30025416330000,STRATOCONE 32 STATE,002H,LEA (NM),DELAWARE,OIL,4/26/2014,2014,CONOCOPHILLIPS,4211
30025416320000,MARS 3 STATE,001H,LEA (NM),DELAWARE,OIL,3/27/2014,2014,EOG RESOURCES,4523
30025416310000,ACTION BTI STATE COM,002H,LEA (NM),DELAWARE,OIL,4/18/2014,2014,EOG RESOURCES,4104
30025416290000,PRICKLY PEAR 6 FEDERAL,003H,LEA (NM),DELAWARE,OIL,9/12/2014,2014,CONOCOPHILLIPS,4507
30025416270000,BRININSTOOL 25 23 33 USA,002H,LEA (NM),DELAWARE,OIL,2/11/2014,2014,CHEVRON,4760
30025416250000,SEA SNAKE 35 STATE,001H,LEA (NM),DELAWARE,OIL,10/13/2014,2014,DEVON ENERGY,4364
30025416120000,ORIOLE STATE,001H,LEA (NM),DELAWARE,OIL,5/2/2014,2014,CONOCOPHILLIPS,4028
30025416100000,CARAVAN BVV STATE,006H,LEA (NM),DELAWARE,OIL,10/17/2014,2014,EOG RESOURCES,4480
30025416040000,CARAVAN STATE UNIT,009C,LEA (NM),DELAWARE,OIL,11/2/2014,2014,EOG RESOURCES,4733.72
30025415990000,SEA SNAKE 35 STATE,002H,LEA (NM),DELAWARE,OIL,11/22/2014,2014,DEVON ENERGY,4508
30025415890000,NIGHTCAP 6 FEDERAL COM,003H,LEA (NM),DELAWARE,OIL,7/28/2014,2014,CONOCOPHILLIPS,9263
30025415820000,J KEATS 1 24 32,040H,LEA (NM),DELAWARE,OIL,1/13/2014,2014,CHEVRON,3490
30025415740000,TUSK FEDERAL,005H,LEA (NM),DELAWARE,OIL,9/13/2014,2014,CONOCOPHILLIPS,4026
30025415730000,TUSK FEDERAL,003H,LEA (NM),DELAWARE,OIL,7/6/2014,2014,CONOCOPHILLIPS,4020
30025415720000,PRICKLY PEAR 6 FEDERAL,002H,LEA (NM),DELAWARE,OIL,1/25/2014,2014,CONOCOPHILLIPS,3942
30025415710000,GAUCHO UNIT,014H,LEA (NM),DELAWARE,OIL,10/21/2014,2014,DEVON ENERGY,4057
30025415660000,GAUCHO UNIT,015H,LEA (NM),DELAWARE,OIL,11/29/2014,2014,DEVON ENERGY,4513
30025415650000,GAUCHO UNIT,013H,LEA (NM),DELAWARE,OIL,1/24/2015,2015,DEVON ENERGY,4545
30025415640000,GAUCHO UNIT,012H,LEA (NM),DELAWARE,OIL,12/20/2014,2014,DEVON ENERGY,4275
30025415630000,LUSK DEEP UNIT A,029H,LEA (NM),DELAWARE,OIL,1/17/2014,2014,CONOCOPHILLIPS,4156
30025415600000,KING TUT FEDERAL,004H,LEA (NM),DELAWARE,OIL,6/10/2014,2014,CONOCOPHILLIPS,9387
30025415580000,KING TUT FEDERAL,002H,LEA (NM),DELAWARE,OIL,10/27/2014,2014,CONOCOPHILLIPS,9360
30025415460000,RED HILLS 2 25 33,001H,LEA (NM),DELAWARE,OIL,4/19/2014,2014,EOG RESOURCES,4152
30025415440000,ALBATROSS STATE COM,002H,LEA (NM),DELAWARE,OIL,4/2/2014,2014,CONOCOPHILLIPS,4386
30025415420000,KING TUT FEDERAL,001H,LEA (NM),DELAWARE,OIL,7/17/2014,2014,CONOCOPHILLIPS,9394
30025415410000,RAGIN CAJUN 14 FEDERAL,001H,LEA (NM),DELAWARE,OIL,2/24/2015,2015,DEVON ENERGY,5349
30025415390000,STRATOJET 31 STATE COM,004H,LEA (NM),DELAWARE,OIL,2/23/2014,2014,CONOCOPHILLIPS,3936
30025415380000,SALVADOR FEE,004H,LEA (NM),DELAWARE,OIL,6/19/2015,2015,CONOCOPHILLIPS,4218
30025415370000,DOS ABUELOS FEE,002H,LEA (NM),DELAWARE,OIL,8/17/2014,2014,CONOCOPHILLIPS,4385
30025415350000,AZORES FEDERAL,004H,LEA (NM),DELAWARE,OIL,3/26/2014,2014,CONOCOPHILLIPS,4163
30025415230000,VACA 11 FEDERAL,002H,LEA (NM),DELAWARE,OIL,4/17/2014,2014,EOG RESOURCES,4330
30025415170000,BELL LAKE 19 STATE,004H,LEA (NM),DELAWARE,OIL,5/11/2014,2014,DEVON ENERGY,4450
30025415160000,BELL LAKE 19 STATE,003H,LEA (NM),DELAWARE,OIL,6/13/2014,2014,DEVON ENERGY,3989
30025415150000,BELL LAKE 19 STATE,002H,LEA (NM),DELAWARE,OIL,7/10/2014,2014,DEVON ENERGY,4509
30025415110000,WILDER 29 FEDERAL,002H,LEA (NM),DELAWARE,OIL,1/23/2014,2014,CONOCOPHILLIPS,3896
30025414940000,HAWK 25 FEDERAL,001H,LEA (NM),DELAWARE,OIL,1/8/2014,2014,EOG RESOURCES,4460
30025414880000,THISTLE UNIT,055H,LEA (NM),DELAWARE,OIL,1/18/2014,2014,DEVON ENERGY,4502
30025414870000,THISTLE UNIT,061H,LEA (NM),DELAWARE,OIL,2/23/2014,2014,DEVON ENERGY,4191
30025414760000,KING AIR 8 FEDERAL COM,003H,LEA (NM),DELAWARE,OIL,9/3/2016,2016,CONOCOPHILLIPS,7226
30025414680000,THISTLE UNIT,064H,LEA (NM),DELAWARE,OIL,3/27/2014,2014,DEVON ENERGY,4324
30025414670000,THISTLE UNIT,063H,LEA (NM),DELAWARE,OIL,4/22/2014,2014,DEVON ENERGY,3635
30025414660000,THISTLE UNIT,062H,LEA (NM),DELAWARE,OIL,5/24/2014,2014,DEVON ENERGY,4414
30025414650000,DRAGON 36 STATE,009H,LEA (NM),DELAWARE,OIL,12/11/2014,2014,EOG RESOURCES,4448
30025414630000,COPPERHEAD 18 STATE,005H,LEA (NM),DELAWARE,OIL,6/11/2014,2014,OCCIDENTAL PETROLEUM,4226
30025414620000,COPPERHEAD 18 STATE,004H,LEA (NM),DELAWARE,OIL,4/16/2014,2014,OCCIDENTAL PETROLEUM,4162
30025414610000,COPPERHEAD 18 STATE,003H,LEA (NM),DELAWARE,OIL,3/18/2014,2014,OCCIDENTAL PETROLEUM,2951
30025414600000,COPPERHEAD 18 STATE,002H,LEA (NM),DELAWARE,OIL,2/6/2014,2014,OCCIDENTAL PETROLEUM,3770
30025414520000,RESOLUTE BTO FEDERAL COM,002H,LEA (NM),DELAWARE,OIL,10/18/2015,2015,EOG RESOURCES,7033
30025414490000,NOCASTER 19 FEDERAL,004H,LEA (NM),DELAWARE,OIL,5/25/2014,2014,CONOCOPHILLIPS,3878
30025414480000,NOCASTER 19 FEDERAL,003H,LEA (NM),DELAWARE,OIL,8/13/2014,2014,CONOCOPHILLIPS,3761
30025414470000,STRATOCASTER 20 FEDERAL,003H,LEA (NM),DELAWARE,OIL,2/23/2014,2014,CONOCOPHILLIPS,3802
30025414340000,MEAN GREEN 22 FEDERAL,001H,LEA (NM),DELAWARE,OIL,10/18/2014,2014,DEVON ENERGY,6954
30025414290000,JAGUAR 18 STATE,003H,LEA (NM),DELAWARE,OIL,12/11/2014,2014,CONOCOPHILLIPS,3752
30025414280000,JAGUAR 18 STATE,002H,LEA (NM),DELAWARE,OIL,10/8/2014,2014,CONOCOPHILLIPS,3776
30025414260000,JAZZMASTER 17 STATE,003H,LEA (NM),DELAWARE,OIL,4/30/2014,2014,CONOCOPHILLIPS,3878
30025414190000,HAWK 25 FEDERAL,002H,LEA (NM),DELAWARE,OIL,1/30/2014,2014,EOG RESOURCES,4515
30025414180000,FALCON 25 FEDERAL,002H,LEA (NM),DELAWARE,OIL,2/18/2014,2014,EOG RESOURCES,4515
30025414140000,WINDWARD FEDERAL,001H,LEA (NM),DELAWARE,OIL,8/19/2014,2014,CONOCOPHILLIPS,4180
30025414130000,WINDWARD FEDERAL,003H,LEA (NM),DELAWARE,OIL,9/17/2014,2014,CONOCOPHILLIPS,3814
30025414120000,WINDWARD FEDERAL,004H,LEA (NM),DELAWARE,OIL,4/23/2014,2014,CONOCOPHILLIPS,3834
30025414110000,RINGO 32 FEDERAL COM,001H,LEA (NM),DELAWARE,OIL,8/21/2017,2017,CONOCOPHILLIPS,9836
30025413840000,DECKARD FEDERAL COM,004H,LEA (NM),DELAWARE,OIL,6/1/2014,2014,CONOCOPHILLIPS,3774
30025413830000,DECKARD FEDERAL COM,003H,LEA (NM),DELAWARE,OIL,8/30/2014,2014,CONOCOPHILLIPS,3889
