API14,Well Name,Well Number,County,DI Play,Production Type,Spud Date,Year,Operator Company Name,DI Lateral Length
42329412890000,BLACKFOOT WEST UNIT,701LS,MIDLAND (TX),MIDLAND,OIL,11/25/2016,2016,DIAMONDBACK ENERGY,9556
42329412740000,DONALD L. HUTT FEE F,4506H,MIDLAND (TX),MIDLAND,OIL,3/4/2017,2017,PIONEER NATURAL RESOURCES,7179
42329412550000,BRADFORD 35J,10H,MIDLAND (TX),MIDLAND,OIL,10/9/2017,2017,PIONEER NATURAL RESOURCES,9872
42329412500000,MILES 25C,3H,MIDLAND (TX),MIDLAND,OIL,6/18/2017,2017,PIONEER NATURAL RESOURCES,11260
42329412350000,MIDLAND 'AV' FEE B,4HA,MIDLAND (TX),MIDLAND,OIL,10/31/2016,2016,CHEVRON,4575
42329412320000,MIDLAND 'AV' FEE A,1HB,MIDLAND (TX),MIDLAND,OIL,10/26/2016,2016,CHEVRON,4607
42329412060000,RAB DAVIDSON 27B,25HF,MIDLAND (TX),MIDLAND,OIL,10/24/2016,2016,OVINTIV INC.,6148
42329411880000,WEST ST NW C,3604LS,MIDLAND (TX),MIDLAND,OIL,10/10/2016,2016,DIAMONDBACK ENERGY,4806
42329411420000,BRADFORD 35F,6H,MIDLAND (TX),MIDLAND,OIL,10/8/2016,2016,PIONEER NATURAL RESOURCES,9578
42329411400000,BRADFORD 35D,4H,MIDLAND (TX),MIDLAND,OIL,10/5/2016,2016,PIONEER NATURAL RESOURCES,9759
42329411390000,BRADFORD 35C,3H,MIDLAND (TX),MIDLAND,OIL,9/26/2016,2016,PIONEER NATURAL RESOURCES,9757
42329411360000,BOMBARDIER B UNIT,406WA,MIDLAND (TX),MIDLAND,OIL,1/10/2017,2017,DIAMONDBACK ENERGY,10468
42329411270000,ABBIE LAINE 30XX,7H,MIDLAND (TX),MIDLAND,OIL,9/8/2016,2016,OVINTIV INC.,7657
42329411240000,ABBIE LAINE 30X,4H,MIDLAND (TX),MIDLAND,OIL,9/6/2016,2016,OVINTIV INC.,7607
42329411140000,ARTEMIS 42/06 E,4235H,MIDLAND (TX),MIDLAND,OIL,10/25/2015,2015,CHEVRON,7958
42329411130000,ARTEMIS 42/06 D,4228H,MIDLAND (TX),MIDLAND,OIL,8/21/2016,2016,CHEVRON,7722
42329411100000,ARTEMIS 42/06 F,4236H,MIDLAND (TX),MIDLAND,OIL,10/24/2016,2016,CHEVRON,7522
42329410950000,SCHARBAUER C 36/37 B,3622H,MIDLAND (TX),MIDLAND,OIL,11/3/2016,2016,CHEVRON,6578
42329410770000,"SCHROCK, W.M. 34 DEEP",18H,MIDLAND (TX),MIDLAND,OIL,9/20/2016,2016,APACHE,4972
42329410590000,PEGASUS FIELD UNIT 3,5506LH,MIDLAND (TX),MIDLAND,OIL,10/28/2016,2016,CONOCOPHILLIPS,10395
42329410500000,PEGASUS FIELD UNIT 3,5505BH,MIDLAND (TX),MIDLAND,OIL,11/10/2016,2016,CONOCOPHILLIPS,10326
42329410140000,TEXAS TEN Y PU,3803H,MIDLAND (TX),MIDLAND,OIL,3/4/2017,2017,PIONEER NATURAL RESOURCES,9959
42329410030000,PEGASUS FIELD UNIT 3,117BH,MIDLAND (TX),MIDLAND,OIL,9/13/2016,2016,CONOCOPHILLIPS,10379
42329410010000,JOHN BRAUN C UNIT 1,0803BH,MIDLAND (TX),MIDLAND,OIL,7/6/2016,2016,EXXON MOBIL,10303
42329409600000,DICKENSON A SN 20-17 03,603H,MIDLAND (TX),MIDLAND,OIL,9/8/2016,2016,DIAMONDBACK ENERGY,9572
42329409410000,PEGASUS FIELD UNIT 3,109BH,MIDLAND (TX),MIDLAND,OIL,6/25/2016,2016,CONOCOPHILLIPS,8552
42329409330000,PEGASUS FIELD UNIT 3,108LH,MIDLAND (TX),MIDLAND,OIL,7/20/2016,2016,CONOCOPHILLIPS,9536
42329409040000,PRESTON 18F,6H,MIDLAND (TX),MIDLAND,OIL,11/1/2016,2016,PIONEER NATURAL RESOURCES,10207
42329409030000,WHITEFISH UNIT,802LS,MIDLAND (TX),MIDLAND,OIL,2/15/2017,2017,DIAMONDBACK ENERGY,12567
42329408880000,RAYBURN-BAUMANN W16Q,17H,MIDLAND (TX),MIDLAND,OIL,9/28/2017,2017,PIONEER NATURAL RESOURCES,12460
42329408850000,TURNER H R40,3904H,MIDLAND (TX),MIDLAND,OIL,6/28/2016,2016,PIONEER NATURAL RESOURCES,8408
42329408150000,TEXAS TEN 'AA',604H,MIDLAND (TX),MIDLAND,OIL,4/10/2017,2017,PIONEER NATURAL RESOURCES,8578
42329407910000,PRESTON 5,22H,MIDLAND (TX),MIDLAND,OIL,9/12/2016,2016,PIONEER NATURAL RESOURCES,8108
42329407500000,PRESTON B,3206H,MIDLAND (TX),MIDLAND,OIL,4/12/2016,2016,PIONEER NATURAL RESOURCES,9872
42329407030000,JOHN BRAUN A UNIT 2,0128SH,MIDLAND (TX),MIDLAND,OIL,1/7/2016,2016,EXXON MOBIL,7704
42329407010000,JOHN BRAUN A UNIT 2,0108BH,MIDLAND (TX),MIDLAND,OIL,6/14/2017,2017,EXXON MOBIL,7713
42329406990000,JOHN BRAUN A UNIT 2,0106BH,MIDLAND (TX),MIDLAND,OIL,5/4/2017,2017,EXXON MOBIL,7713
42329406760000,SALLY 26B,2H,MIDLAND (TX),MIDLAND,OIL,5/26/2016,2016,PIONEER NATURAL RESOURCES,9756
42329406750000,SALLY 26A,1H,MIDLAND (TX),MIDLAND,OIL,5/2/2016,2016,PIONEER NATURAL RESOURCES,9816
42329406570000,RAB DAVIDSON 22A,2702L,MIDLAND (TX),MIDLAND,OIL,1/3/2015,2015,OVINTIV INC.,8669
42329406560000,RAB DAVIDSON 22A,2701L,MIDLAND (TX),MIDLAND,OIL,1/3/2016,2016,OVINTIV INC.,8648
42329406190000,"HUTT, DONALD L.'C'",2415H,MIDLAND (TX),MIDLAND,OIL,9/5/2016,2016,PIONEER NATURAL RESOURCES,7207
42329405750000,"SCHARBAUER, C., JR.",4232H,MIDLAND (TX),MIDLAND,OIL,11/16/2015,2015,CHEVRON,7586
42329405730000,SHACKELFORD,3207H,MIDLAND (TX),MIDLAND,OIL,4/28/2016,2016,PIONEER NATURAL RESOURCES,9688
42329405700000,SHACKELFORD,3413H,MIDLAND (TX),MIDLAND,OIL,12/11/2016,2016,PIONEER NATURAL RESOURCES,9729
42329405650000,TEXAS TEN Y PU,3606H,MIDLAND (TX),MIDLAND,OIL,3/5/2016,2016,PIONEER NATURAL RESOURCES,9908
42329405510000,MCCLINTIC -E-,6H,MIDLAND (TX),MIDLAND,OIL,5/25/2016,2016,PIONEER NATURAL RESOURCES,5408
42329405310000,BRADFORD TRUST B UNIT 2,1208BH,MIDLAND (TX),MIDLAND,OIL,1/19/2016,2016,EXXON MOBIL,10298
42329405180000,SHACKELFORD I,3309H,MIDLAND (TX),MIDLAND,OIL,11/9/2016,2016,PIONEER NATURAL RESOURCES,9758
42329404340000,PRESTON 5,17H,MIDLAND (TX),MIDLAND,OIL,10/28/2015,2015,PIONEER NATURAL RESOURCES,8028
42329403960000,PRESTON A,3609H,MIDLAND (TX),MIDLAND,OIL,8/12/2016,2016,PIONEER NATURAL RESOURCES,7937
42329403950000,PRESTON A,3608H,MIDLAND (TX),MIDLAND,OIL,8/30/2016,2016,PIONEER NATURAL RESOURCES,7818
42329403880000,ELONA BROWN 35 ALLOCATION 2604,2604BH,MIDLAND (TX),MIDLAND,OIL,2/5/2016,2016,EXXON MOBIL,10263
42329403840000,SHACKELFORD D,3304H,MIDLAND (TX),MIDLAND,OIL,10/17/2015,2015,PIONEER NATURAL RESOURCES,9018
42329403830000,SHACKELFORD B,3302H,MIDLAND (TX),MIDLAND,OIL,9/23/2015,2015,PIONEER NATURAL RESOURCES,9468
42329403780000,"TIPPETT, JUNE 8",2HM,MIDLAND (TX),MIDLAND,OIL,9/20/2015,2015,APACHE,4947
42329403730000,PRESTON A,3606H,MIDLAND (TX),MIDLAND,OIL,1/11/2016,2016,PIONEER NATURAL RESOURCES,7822
42329403650000,ELONA BROWN 35 ALLOCATION 2602,2602BH,MIDLAND (TX),MIDLAND,OIL,2/22/2016,2016,EXXON MOBIL,10203
42329403640000,ELONA BROWN 35 ALLOCATION 2612,2612AH,MIDLAND (TX),MIDLAND,OIL,1/27/2016,2016,EXXON MOBIL,10259
42329403530000,"TIPPETT, JUNE 17",3HM,MIDLAND (TX),MIDLAND,OIL,8/28/2015,2015,APACHE,5023
42329403030000,KEMMER,4217H,MIDLAND (TX),MIDLAND,OIL,6/30/2015,2015,CONOCOPHILLIPS,4958
42329402690000,PRESTON 5,4H,MIDLAND (TX),MIDLAND,OIL,6/29/2015,2015,PIONEER NATURAL RESOURCES,7922
42329402660000,PRESTON 5,1H,MIDLAND (TX),MIDLAND,OIL,6/26/2015,2015,PIONEER NATURAL RESOURCES,7622
42329402370000,"HUTT, DONALD L. FEE",1510H,MIDLAND (TX),MIDLAND,OIL,9/3/2015,2015,PIONEER NATURAL RESOURCES,9392
42329402350000,"HUTT, DONALD L. FEE",1509H,MIDLAND (TX),MIDLAND,OIL,8/28/2015,2015,PIONEER NATURAL RESOURCES,9690
42329402340000,"HUTT, DONALD L. FEE",1508H,MIDLAND (TX),MIDLAND,OIL,8/21/2015,2015,PIONEER NATURAL RESOURCES,9542
42329402150000,MARALO 41-32 ALLOCATION 3201,3201BH,MIDLAND (TX),MIDLAND,OIL,8/3/2015,2015,EXXON MOBIL,7442
42329402050000,MIDKIFF 42-43 ALLOCATION 4311,4311AH,MIDLAND (TX),MIDLAND,OIL,6/8/2015,2015,EXXON MOBIL,8948
42329401130000,E. T. O'DANIEL 3B,2H,MIDLAND (TX),MIDLAND,OIL,6/1/2015,2015,PIONEER NATURAL RESOURCES,9510
42329401100000,ISBELL HORIZONTAL UNIT,111WA,MIDLAND (TX),MIDLAND,OIL,11/12/2015,2015,CONOCOPHILLIPS,4517
42329400680000,BRADFORD TRUST A UNIT 4,1508BH,MIDLAND (TX),MIDLAND,OIL,2/23/2015,2015,EXXON MOBIL,7634
42329400340000,LHS RANCH 27-33 ALLOCATION 3311,3311AH,MIDLAND (TX),MIDLAND,OIL,4/2/2015,2015,EXXON MOBIL,7502
42329400070000,SOUTH CURTIS RANCH,443SH,MIDLAND (TX),MIDLAND,OIL,7/27/2015,2015,OCCIDENTAL PETROLEUM,10576
42329399830000,"HUTT, DONALD L. FEE",1506H,MIDLAND (TX),MIDLAND,OIL,2/23/2015,2015,PIONEER NATURAL RESOURCES,9851
42329399800000,"HUTT, DONALD L. FEE",1504H,MIDLAND (TX),MIDLAND,OIL,3/11/2015,2015,PIONEER NATURAL RESOURCES,9811
42329399410000,TEXAS TEN 13/16,4243H,MIDLAND (TX),MIDLAND,OIL,5/21/2015,2015,CHEVRON,7350
42329398770000,PECAN ACRES 23 PSA 1,1H,MIDLAND (TX),MIDLAND,OIL,7/5/2015,2015,PIONEER NATURAL RESOURCES,9532
42329397470000,LEONARD REVOCABLE TRUST UNIT 2,2305BH,MIDLAND (TX),MIDLAND,OIL,8/15/2018,2018,EXXON MOBIL,10354
42329395920000,TXL 11 UNIT 1,0204BH,MIDLAND (TX),MIDLAND,OIL,1/6/2015,2015,EXXON MOBIL,7604
42329395670000,DORA ROBERTS RANCH UNIT,2123MH,MIDLAND (TX),MIDLAND,OIL,9/15/2014,2014,OCCIDENTAL PETROLEUM,7309
42329395410000,MIDLAND AC/AF FEE 3,3HA,MIDLAND (TX),MIDLAND,OIL,9/29/2014,2014,CHEVRON,7492
42329395090000,KING -D-,4901H,MIDLAND (TX),MIDLAND,OIL,3/9/2015,2015,PIONEER NATURAL RESOURCES,9850
42329394210000,MIDLAND 'AC/AF' FEE,5HB,MIDLAND (TX),MIDLAND,OIL,6/19/2014,2014,CHEVRON,7282
42329394110000,ST-ST S B,4405H,MIDLAND (TX),MIDLAND,OIL,9/10/2014,2014,DIAMONDBACK ENERGY,7272
42329393710000,TURNER H R40,3903H,MIDLAND (TX),MIDLAND,OIL,11/2/2014,2014,PIONEER NATURAL RESOURCES,8500
42329393650000,"HUTT, DONALD L.'C'",2104H,MIDLAND (TX),MIDLAND,OIL,8/27/2014,2014,PIONEER NATURAL RESOURCES,7118
42329393610000,"HUTT, DONALD L.'C'",2102H,MIDLAND (TX),MIDLAND,OIL,11/4/2014,2014,PIONEER NATURAL RESOURCES,7160
42329393260000,TEXAS TEN Y PU,33H,MIDLAND (TX),MIDLAND,OIL,8/21/2014,2014,PIONEER NATURAL RESOURCES,9832
42329393170000,ST NW,3601LS,MIDLAND (TX),MIDLAND,OIL,9/4/2014,2014,DIAMONDBACK ENERGY,4634
42329393010000,NOBLES,3H,MIDLAND (TX),MIDLAND,OIL,6/22/2014,2014,EXXON MOBIL,9075
42329392290000,ST NW,2508LS,MIDLAND (TX),MIDLAND,OIL,3/29/2014,2014,DIAMONDBACK ENERGY,5161
42329391770000,ST,4407H,MIDLAND (TX),MIDLAND,OIL,3/4/2014,2014,DIAMONDBACK ENERGY,5104
42329391650000,"DONALD L. HUTT ""E""",3215H,MIDLAND (TX),MIDLAND,OIL,6/20/2014,2014,PIONEER NATURAL RESOURCES,4600
42329391620000,"DONALD L. HUTT ""E""",3213H,MIDLAND (TX),MIDLAND,OIL,5/19/2014,2014,PIONEER NATURAL RESOURCES,4584
42329391400000,PARKS BELL HZ UNIT,3909MS,MIDLAND (TX),MIDLAND,OIL,3/31/2014,2014,CONOCOPHILLIPS,7556
42329390840000,"O DANIEL, E. T.",25H,MIDLAND (TX),MIDLAND,OIL,3/9/2014,2014,PIONEER NATURAL RESOURCES,9810
42329390310000,DORA ROBERTS RANCH UNIT,4613H,MIDLAND (TX),MIDLAND,OIL,5/17/2014,2014,OCCIDENTAL PETROLEUM,3891
42329390020000,"HUTT, DONALD L.'C'",14H,MIDLAND (TX),MIDLAND,OIL,2/10/2014,2014,PIONEER NATURAL RESOURCES,7276
42317416270000,DOVE-SCHARBAUER E10D,104H,MARTIN (TX),MIDLAND,OIL,11/18/2018,2018,PIONEER NATURAL RESOURCES,9137
42317416000000,FORTRESS B3,06SC,MARTIN (TX),MIDLAND,OIL,8/17/2018,2018,DIAMONDBACK ENERGY,9989
42317415950000,FORTRESS A3,07MM,MARTIN (TX),MIDLAND,OIL,8/10/2018,2018,DIAMONDBACK ENERGY,9855
42317415850000,SOUTH CURTIS RANCH,233SD,MARTIN (TX),MIDLAND,OIL,1/23/2019,2019,OCCIDENTAL PETROLEUM,7021
42317415750000,MARIENFELD 13-24-H,4215H,MARTIN (TX),MIDLAND,OIL,8/21/2018,2018,PIONEER NATURAL RESOURCES,9766
42317415480000,"JOHNSON, TED",302H,MARTIN (TX),MIDLAND,OIL,9/12/2018,2018,CONOCOPHILLIPS,9870
42317415420000,PARKER FARMS NS 25-28 03,503H,MARTIN (TX),MIDLAND,OIL,8/5/2018,2018,DIAMONDBACK ENERGY,9899
42317415330000,"JOHNSON, TED",203H,MARTIN (TX),MIDLAND,OIL,9/1/2018,2018,CONOCOPHILLIPS,9668
42317415190000,MERRICK UNIT 2,1127SH,MARTIN (TX),MIDLAND,OIL,8/13/2018,2018,EXXON MOBIL,10256
42317414950000,MABEE BREEDLOVE,4006LS,MARTIN (TX),MIDLAND,OIL,7/19/2018,2018,DIAMONDBACK ENERGY,8581
42317413050000,HN 249I,11HC,MARTIN (TX),MIDLAND,OIL,3/22/2018,2018,OVINTIV INC.,7694
42317412810000,EPLEY W7P,16H,MARTIN (TX),MIDLAND,OIL,4/27/2018,2018,PIONEER NATURAL RESOURCES,9737
42317412800000,EPLEY W7O,15H,MARTIN (TX),MIDLAND,OIL,4/26/2018,2018,PIONEER NATURAL RESOURCES,9887
42317412680000,UNIVERSITY 7-28 PU,216H,MARTIN (TX),MIDLAND,OIL,4/28/2018,2018,PIONEER NATURAL RESOURCES,10022
42317412610000,HAYDEN 14-23B-F,4311H,MARTIN (TX),MIDLAND,OIL,3/3/2018,2018,PIONEER NATURAL RESOURCES,10352
42317412530000,THELMA B,16WD,MARTIN (TX),MIDLAND,OIL,2/20/2018,2018,DIAMONDBACK ENERGY,8299
42317412480000,THELMA A,13SA,MARTIN (TX),MIDLAND,OIL,2/22/2018,2018,DIAMONDBACK ENERGY,8587
42317412190000,KIMBERLY D,2004LS,MARTIN (TX),MIDLAND,OIL,5/15/2018,2018,DIAMONDBACK ENERGY,11088
42317412140000,WOODWARD D,08SC,MARTIN (TX),MIDLAND,OIL,2/14/2018,2018,DIAMONDBACK ENERGY,7512
42317411500000,POE C,14BL,MARTIN (TX),MIDLAND,OIL,12/17/2017,2017,DIAMONDBACK ENERGY,7431
42317411320000,KELLEN 36-25-H,2815H,MARTIN (TX),MIDLAND,OIL,7/7/2018,2018,PIONEER NATURAL RESOURCES,9884
42317411310000,KELLEN 36-25-H,4215H,MARTIN (TX),MIDLAND,OIL,7/26/2018,2018,PIONEER NATURAL RESOURCES,9904
42317410690000,WOODY-INEZ 37T,20H,MARTIN (TX),MIDLAND,OIL,2/14/2018,2018,PIONEER NATURAL RESOURCES,7467
42317410640000,JONES-HOLTON,124SH,MARTIN (TX),MIDLAND,OIL,11/4/2017,2017,DIAMONDBACK ENERGY,7322
42317410450000,SHORTES 40 UNIT,1WA,MARTIN (TX),MIDLAND,OIL,11/6/2017,2017,DIAMONDBACK ENERGY,10359
42317410030000,STRAIN 20 UNIT 2,2008BH,MARTIN (TX),MIDLAND,OIL,10/22/2017,2017,EXXON MOBIL,10354
42317410000000,VINEYARD HZ O UNIT,1701MS,MARTIN (TX),MIDLAND,OIL,10/3/2017,2017,DIAMONDBACK ENERGY,10268
42317409740000,EPLEY-SALE 39P,116H,MARTIN (TX),MIDLAND,OIL,9/14/2017,2017,PIONEER NATURAL RESOURCES,12738
42317409590000,PEELER A,10MA,MARTIN (TX),MIDLAND,OIL,9/11/2017,2017,DIAMONDBACK ENERGY,9507
42317409440000,UL 2631,07WA,MARTIN (TX),MIDLAND,OIL,6/8/2018,2018,DIAMONDBACK ENERGY,7058
42317408880000,PATRICIA UNIT 1,4802BR,MARTIN (TX),MIDLAND,OIL,8/1/2017,2017,EXXON MOBIL,10274
42317408760000,ACT G,01MA,MARTIN (TX),MIDLAND,OIL,7/16/2017,2017,DIAMONDBACK ENERGY,9524
42317408530000,ACT D,06BU,MARTIN (TX),MIDLAND,OIL,7/3/2017,2017,DIAMONDBACK ENERGY,9495
42317407230000,PATRICIA UNIT 1,4813AH,MARTIN (TX),MIDLAND,OIL,6/24/2017,2017,EXXON MOBIL,10298
42317407190000,EPLEY-SALE 39C,3H,MARTIN (TX),MIDLAND,OIL,5/29/2018,2018,PIONEER NATURAL RESOURCES,7322
42317407070000,WOODY-HOWARD 37K,11H,MARTIN (TX),MIDLAND,OIL,5/17/2017,2017,PIONEER NATURAL RESOURCES,9979
42317407050000,WOODY-HOWARD 37I,9H,MARTIN (TX),MIDLAND,OIL,5/12/2017,2017,PIONEER NATURAL RESOURCES,9979
42317406780000,WOODY 38K,11H,MARTIN (TX),MIDLAND,OIL,10/17/2019,2019,PIONEER NATURAL RESOURCES,9691
42317405940000,UNIVERSITY 7-2730,S 06SA,MARTIN (TX),MIDLAND,OIL,1/9/2017,2017,DIAMONDBACK ENERGY,7369
42317405610000,SALE RANCH 21L,12H,MARTIN (TX),MIDLAND,OIL,1/18/2017,2017,PIONEER NATURAL RESOURCES,7179
42317405440000,UNIVERSITY 7-2730,N 05SC,MARTIN (TX),MIDLAND,OIL,10/10/2016,2016,DIAMONDBACK ENERGY,7419
42317405330000,SCHARBAUER RANCH H,5081H,MARTIN (TX),MIDLAND,OIL,10/30/2016,2016,PIONEER NATURAL RESOURCES,10507
42317405300000,UNIVERSITY 7-2730,S 02SC,MARTIN (TX),MIDLAND,OIL,10/13/2016,2016,DIAMONDBACK ENERGY,7681
42317405290000,UNIVERSITY 7-2730,S 02MB,MARTIN (TX),MIDLAND,OIL,10/6/2016,2016,DIAMONDBACK ENERGY,7655
42317405230000,UNIVERSITY 7-0213,N 03SC,MARTIN (TX),MIDLAND,OIL,9/13/2016,2016,DIAMONDBACK ENERGY,10049
42317404980000,MABEE 'K',9H,MARTIN (TX),MIDLAND,OIL,12/5/2016,2016,PIONEER NATURAL RESOURCES,9608
42317404720000,CAMPBELL WEST SN 134-321 02,602H,MARTIN (TX),MIDLAND,OIL,5/28/2016,2016,DIAMONDBACK ENERGY,10484
42317404710000,CAMPBELL WEST SN 134-321 03,603H,MARTIN (TX),MIDLAND,OIL,5/29/2016,2016,DIAMONDBACK ENERGY,10632
42317404030000,HOLT RANCH 320P,3H,MARTIN (TX),MIDLAND,OIL,3/28/2016,2016,OVINTIV INC.,7573
42317403960000,HOLT RANCH NW,0602H,MARTIN (TX),MIDLAND,OIL,2/29/2016,2016,OVINTIV INC.,7702
42317403820000,GLASSCOCK 5A,1H,MARTIN (TX),MIDLAND,OIL,10/30/2017,2017,PIONEER NATURAL RESOURCES,9122
42317403320000,DFK 319A,7H,MARTIN (TX),MIDLAND,OIL,8/10/2016,2016,OVINTIV INC.,4754
42317403180000,SCHARBAUER RANCH,2151H,MARTIN (TX),MIDLAND,OIL,12/20/2015,2015,PIONEER NATURAL RESOURCES,8409
42317403120000,UNIVERSITY 7-1627,S 08SS,MARTIN (TX),MIDLAND,OIL,12/13/2015,2015,DIAMONDBACK ENERGY,7342
42317402970000,MABEE 1 318F,0703B,MARTIN (TX),MIDLAND,OIL,11/1/2015,2015,OVINTIV INC.,9985
42317402250000,SALE RANCH 17I,9H,MARTIN (TX),MIDLAND,OIL,9/6/2015,2015,PIONEER NATURAL RESOURCES,9422
42317402240000,SALE RANCH 17H,8H,MARTIN (TX),MIDLAND,OIL,9/1/2015,2015,PIONEER NATURAL RESOURCES,9572
42317402030000,DOROTHY FAYE-K-,H604D,MARTIN (TX),MIDLAND,OIL,7/9/2015,2015,OVINTIV INC.,8198
42317401680000,KITTA BELLE,102H,MARTIN (TX),MIDLAND,OIL,4/15/2015,2015,DIAMONDBACK ENERGY,5322
42317401510000,MABEE C NORTH,S 07SS,MARTIN (TX),MIDLAND,OIL,6/5/2015,2015,DIAMONDBACK ENERGY,7252
42317401420000,HOLT RANCH 320G,1702H,MARTIN (TX),MIDLAND,OIL,4/22/2015,2015,OVINTIV INC.,6352
42317401290000,KITTA BELLE,202H,MARTIN (TX),MIDLAND,OIL,4/23/2015,2015,DIAMONDBACK ENERGY,5322
42317401270000,MABEE J.E. 'B' NCT-2,1507H,MARTIN (TX),MIDLAND,OIL,5/3/2015,2015,CONOCOPHILLIPS,4802
42317401160000,MABEE C NORTH,S 14SS,MARTIN (TX),MIDLAND,OIL,3/24/2015,2015,DIAMONDBACK ENERGY,7264
42317401110000,MABEE C NORTH,S 12SS,MARTIN (TX),MIDLAND,OIL,3/13/2015,2015,DIAMONDBACK ENERGY,7302
42317401030000,CROSS BAR RANCH,3026WB,MARTIN (TX),MIDLAND,OIL,1/15/2015,2015,CONOCOPHILLIPS,8755
42317398150000,KIMBERLY,801H,MARTIN (TX),MIDLAND,OIL,10/8/2014,2014,DIAMONDBACK ENERGY,7681
42317397700000,HOLT RANCH 248Q,901H,MARTIN (TX),MIDLAND,OIL,1/15/2015,2015,OVINTIV INC.,8093
42317397330000,KIMBERLY,810WB,MARTIN (TX),MIDLAND,OIL,2/24/2014,2014,DIAMONDBACK ENERGY,7888
42317397080000,SOUTH CURTIS RANCH,2849SH,MARTIN (TX),MIDLAND,OIL,10/12/2014,2014,OCCIDENTAL PETROLEUM,9124
42317395170000,MABEE BREEDLOVE,4001LS,MARTIN (TX),MIDLAND,OIL,7/14/2014,2014,DIAMONDBACK ENERGY,7585
42317394950000,JOHNSON RANCH,1019WB,MARTIN (TX),MIDLAND,OIL,6/29/2014,2014,CONOCOPHILLIPS,7455
42317394070000,SOUTH CURTIS RANCH,3521H,MARTIN (TX),MIDLAND,OIL,7/21/2014,2014,OCCIDENTAL PETROLEUM,6142
42317392760000,SCHARBAUER RANCH,302H,MARTIN (TX),MIDLAND,OIL,5/18/2014,2014,PIONEER NATURAL RESOURCES,8581
42317391080000,SCHARBAUER RANCH,210H,MARTIN (TX),MIDLAND,OIL,3/1/2014,2014,PIONEER NATURAL RESOURCES,8282
42317390490000,SOUTH CURTIS RANCH,2221I,MARTIN (TX),MIDLAND,OIL,2/16/2014,2014,OCCIDENTAL PETROLEUM,5890
42317389810000,MABEE BREEDLOVE,2302H,MARTIN (TX),MIDLAND,OIL,2/13/2014,2014,DIAMONDBACK ENERGY,7077
42301340450000,SILVERTIP 76-9 UNIT E,6H,LOVING (TX),DELAWARE,OIL,3/15/2019,2019,OCCIDENTAL PETROLEUM,10863
42301340420000,SILVERTIP 76-9 UNIT E,5H,LOVING (TX),DELAWARE,OIL,12/11/2018,2018,OCCIDENTAL PETROLEUM,10835
42301340390000,GOODNIGHT UNIT,11H,LOVING (TX),DELAWARE,OIL,7/13/2018,2018,EOG RESOURCES,9907.76
42301340000000,CHECKERS 14,2H,LOVING (TX),DELAWARE,OIL,5/16/2018,2018,DEVON ENERGY,4312
42301339850000,EL PATRON UNIT,5H,LOVING (TX),DELAWARE,OIL,5/9/2018,2018,EOG RESOURCES,9917.2
42301338420000,CBR 9-4D,4H,LOVING (TX),DELAWARE,GAS,2/12/2018,2018,DEVON ENERGY,10133
42301338150000,CBR 9-4A,1H,LOVING (TX),DELAWARE,GAS,1/9/2018,2018,DEVON ENERGY,10124
42301337040000,SILVERTIP 76-7 UNIT B,3H,LOVING (TX),DELAWARE,OIL,12/29/2017,2017,OCCIDENTAL PETROLEUM,7769
42301336990000,SILVERTIP 76-7 UNIT A,5H,LOVING (TX),DELAWARE,OIL,2/4/2018,2018,OCCIDENTAL PETROLEUM,10641
42301336900000,HALEY JE 28-33 UNIT B,6H,LOVING (TX),DELAWARE,OIL,11/11/2017,2017,OCCIDENTAL PETROLEUM,4353
42301336760000,BOYD 28-11,1H,LOVING (TX),DELAWARE,OIL,11/22/2017,2017,CONOCOPHILLIPS,4710
42301336600000,PRICELESS C26-1 UNIT C,6H,LOVING (TX),DELAWARE,OIL,4/14/2019,2019,OCCIDENTAL PETROLEUM,10449
42301336460000,LINDSAY 10-3C,3H,LOVING (TX),DELAWARE,GAS,11/24/2017,2017,DEVON ENERGY,7300
42301335760000,SILVERTIP 76-7 UNIT A,3H,LOVING (TX),DELAWARE,OIL,11/7/2017,2017,OCCIDENTAL PETROLEUM,10418
42301334850000,CHECKERS 14,1H,LOVING (TX),DELAWARE,OIL,12/23/2017,2017,DEVON ENERGY,4458
42301334540000,YMC 9,1H,LOVING (TX),DELAWARE,GAS,7/20/2017,2017,DEVON ENERGY,4742
42301334260000,RUDD DRAW 29-3,6H,LOVING (TX),DELAWARE,OIL,11/16/2017,2017,CONOCOPHILLIPS,4311
42301333840000,STATE MAGELLAN 7,25H,LOVING (TX),DELAWARE,OIL,11/21/2017,2017,EOG RESOURCES,4760
42301333710000,STATE PATHFINDER,31H,LOVING (TX),DELAWARE,GAS,5/23/2017,2017,EOG RESOURCES,3962
42301333030000,RAINIER 55-1-28 UNIT,1H,LOVING (TX),DELAWARE,GAS,9/28/2017,2017,OCCIDENTAL PETROLEUM,6943
42301332830000,RUSTLER A UNIT,4H,LOVING (TX),DELAWARE,OIL,4/25/2017,2017,EOG RESOURCES,9759
42301332770000,RED BLUFF 13,12H,LOVING (TX),DELAWARE,GAS,7/4/2017,2017,DEVON ENERGY,4418
42301332400000,BLACK MAMBA 1-57,5H,LOVING (TX),DELAWARE,OIL,6/8/2017,2017,DIAMONDBACK ENERGY,4280
